Study name,Open Access,ECPC member,ECPC affiliation,Same sample as,Country,Setting/location,Latitude,Longitude,Longitudinal,Design,Follow-up (months),Quant/qual,Type,Intervention name,Control,Randomized,Sample size,Age 0-8,Age 9-25,Adult,Caregiver,Teacher,Key demographics,Child: Reading,Child: Writing,Child: Mathematics,Child: Cognitive,Child: Language,Child: Executive function,Child: Motor skills,Child: Social-emotional,Child: Mental health,Child: Behavioral,Child: Physical health,Child: Victimization,Caregiver: Mental health & well-being,Caregiver: positive/responsive,Caregiver: harsh/violent discipline,Caregiver: family unit,Caregiver outcomes (detail),Teacher/classroom outcomes,Biomarkers,Findings: Psychometrics,Findings: Descriptive,Findings: Group differences,Findings: Associations,Findings: Moderation,Findings: Mediation,Findings: Intervention impact,Key finding 1,Key finding 2,Key finding 3,Effect sizes,Notes,Authors,Year,Journal,DOI,OA URL,OpenAlex ID,Cited by,Abstract
"Salahudeen, Mirza — 2025 — Social Psychiatry in Pakistan",No,"Salahudeen, Mirza",Yale University,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Widad Malik, Samiya Iqbal, Aimen Iqbal, Salahudeen Mirza",2025,,10.1007/978-981-96-8078-8_6,,https://openalex.org/W4413470463,0,
"Salahudeen, Mirza — 2025 — War Trauma and Suicidal Behaviour",No,"Salahudeen, Mirza",Yale University,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Salahudeen Mirza, Nadine Melhem, James F. Leckman, Murad Moosa Khan",2025,,https://doi.org/10.1007/978-981-96-4028-7_7,,https://openalex.org/W4410273338,0,
"Vohra, Pranika — 2025 — Behavioral tendencies of hostility: A new approach to personality assessment based on…",No,"Vohra, Pranika",,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Pranika Vohra, Roberta L. Irvin, Muhammad Asad, Michael D. Robinson",2025,Journal of Research in Personality,10.1016/j.jrp.2025.104672,,https://openalex.org/W4414798495,1,
"Vohra, Pranika — 2025 — Portraits in Misery: A Bottom-Up-to-Prototype Approach to Personality Assessment",Yes,"Vohra, Pranika",,,,,,,no,Experimental/survey (two studies),,quantitative,observational,,,unclear,353 (two studies),,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,The present investigation endorses the premise that each person can be understood in terms of particular ways of responding to particular situations.,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Michael D. Robinson, Roberta L. Irvin, Muhammad R. Asad, Hamidreza Fereidouni, Lauren L. Rahier, Pranika Vohra",2025,Journal of Personality Assessment,10.1080/00223891.2025.2595280,https://pmc.ncbi.nlm.nih.gov/articles/PMC12695030/,https://openalex.org/W4417130668,0,"The present investigation endorses the premise that each person can be understood in terms of particular ways of responding to particular situations. In two studies (total N = 353), participants indicated how they would respond to a wide variety of mundane and consequential life situations. These person-in-situation units were used to understand variations in miserable functioning, defined in terms of degree of match to a miserable person prototype. Participants receiving higher behavioral tendencies of misery (BT-M) scores scored lower in flourishing and higher in psychopathological symptoms. In addition, misery, as quantified, was evident to peers (Study 1) and linked to deficiencies in goal pursuit and achievement in daily life (Study 2). The results provide insights into miserable functioning while also providing support for a new approach to personality assessment that can link person-specific bottom-up units to any number of constructs through the use of prototype scoring."
"Vohra, Pranika — 2026 — Conversational AI and Personal Growth: Insights from a Critical Integrative Review",Yes,"Vohra, Pranika",,,,,,,no,Critical integrative review,,quantitative,observational,,,unclear,130 studies,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,,,"Conversational AI systems are increasingly integrated into individuals' emotional and relational lives, yet whether such interactions can meaningfully support personal growth remains poorly understood.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Shivali Sharma, Pranika Vohra, Laura M. Vowels",2026,Behavioral Sciences,10.3390/bs16050756,https://doi.org/10.3390/bs16050756,https://openalex.org/W7162130376,0,"Conversational AI systems are increasingly integrated into individuals' emotional and relational lives, yet whether such interactions can meaningfully support personal growth remains poorly understood. This critical integrative review synthesises theoretical frameworks from humanistic psychology, self-determination theory, attachment theory, and relationship science with empirical research on human-AI interaction to address this question directly. Drawing on 130 studies spanning therapeutic, companion, and educational AI contexts, the review identifies four interdependent domains that together shape growth outcomes in human-AI contexts: user-related characteristics, AI design features, human-AI relational dynamics, and broader contextual factors. The evidence supports a position of bounded optimism: conversational AI can scaffold early emotional stabilisation, structured self-reflection, and therapeutic skill rehearsal, yet it remains structurally limited in replicating the reciprocal vulnerability, rupture-and-repair processes, and calibrated ideal-self affirmation that underpin enduring psychological development. Engagement-optimised design-including flattery, progressive intimacy escalation, and unconditional validation-is consistently identified as a systematic barrier to growth across multiple domains of the framework. An integrative four-domain conceptual framework is proposed to guide both future research and the ethical design of AI systems that support, rather than undermine, the relational mechanisms fundamental to human flourishing."
"Vohra, Pranika — 2026 — Large language models for psychosocial risk assessment: A multi-method evaluation across…",Yes,"Vohra, Pranika",,,,,,,no,Multi-method evaluation (LLM benchmarking),,quantitative,observational,,,unclear,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,"Psychosocial risk assessment is a cornerstone of mental health care, yet remains resource-intensive and inconsistently delivered across domains such as suicide, intimate partner violence (IPV), and substance misuse.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Laura M. Vowels, Pranika Vohra, Danyang Li, Pegah Zeinoddin, Alex Elswick, Tiffany L. Marcantonio, Nathan D. Wood, Matthew J. Vowels",2026,PLOS Digital Health,10.1371/journal.pdig.0001352,https://doi.org/10.1371/journal.pdig.0001352,https://openalex.org/W7156004041,0,"Psychosocial risk assessment is a cornerstone of mental health care, yet remains resource-intensive and inconsistently delivered across domains such as suicide, intimate partner violence (IPV), and substance misuse. Recent advances in large language models (LLMs) raise the possibility of scalable, conversational agents capable of detecting and evaluating psychosocial risk. Across three interlinked studies, we evaluated the performance of LLMs in this context. Study 1 benchmarked GPT-4 and Claude 3 Sonnet against vignettes constructed from participants' lived-experience, finding high accuracy in detecting risk domains and substantial agreement with participant-rated severity, though suicidality proved more challenging than IPV or substance misuse. Study 2 examined participants' perceptions of LLM-generated responses, revealing that most judged them accurate, empathic, and clinically useful, with no differences across models or domains. Study 3 implemented a supervised, three-agent GPT-4o-based chatbot system integrating one chatbot as a therapeutic agent, a supervisor for risk detection, and a JSON-based assessor for structured evaluation. The therapeutic agent chatbot was successfully completed full risk assessments most of the time while maintaining therapeutic quality. Together, these studies suggest that LLMs can contribute to psychosocial risk detection and structured assessment under controlled conditions, while underscoring the need for careful supervision, rigorous validation, and clearly defined boundaries before consideration of real-world clinical deployment."
"Vohra, Pranika — 2026 — Should I use my brain or my heart? Brain-heart dualism and its advantages in intellectual…",No,"Vohra, Pranika",,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Michael D. Robinson, Muhammad R. Asad, Hamidreza Fereidouni, Pranika Vohra, Najma Ali",2026,Self and Identity,10.1080/15298868.2026.2632957,,https://openalex.org/W7129043842,0,
"Yazgan, Yanki — 2024 — Changes in Child Psychiatry Presentations in the Second Wave of Coronavirus Disease 2019…",Yes,"Yazgan, Yanki",Yale Child Study Center,,China; United States,,,,yes,cross-sectional,,quantitative,intervention,,,no,825,,,,,,girls,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,"In 2020, oppositional defiant conduct disorder, major depressive disorder, social anxiety disorder, obsessive-compulsive disorder, sleep-wake disorder, and dysthymia were significantly higher, while specific learning disorders, separation anxiety disorder, and intellectual disability were found to be lower.","In 2020, oppositional defiant conduct disorder, major depressive disorder, social anxiety disorder, obsessive-compulsive disorder, sleep-wake disorder, and dysthymia were significantly higher, while specific learning disorders, separation anxiety disorder, and intellectual disability were found to be lower.",,,,"Burcu Yıldırım Budak, Gözde Yazkan Akgül, Ayşe Burcu Erdoğdu Yıldırım, Buğu Subaşı, Yankı Yazgan",2024,Psychiatry and Clinical Psychopharmacology,https://doi.org/10.5152/pcp.2024.23804,https://psychiatry-psychopharmacology.com/index.php/pub/article/download/1824/1816,https://openalex.org/W4403243200,1,"Background: It is to examine how child psychiatry admissions, diagnosis and treatment trends in the second wave (September–December 2020/SD20) of the coronavirus disease 2019 (COVID-19) pandemic change compared to the pre-pandemic (SD19) and the first wave (March–June 2020/MJ20). Methods: Our study was planned as a multicenter, retrospective cross-sectional. Data were obtained from hospital computer systems databases. All patients admitted to the child psychiatry clinic on SD19 and SD20 constituted the study sample. In total, 5244 admissions were assessed. Results: Of the admissions, 1459 were repeat exams, and 3785 were cases. 50.9% (n=1927) of the cases came in SD19 and 49.1% (n=1858) in SD20. In 2019, 37% (n=825) of cases were girls, compared to 41.6% (n=646) in 2020 (P=.004). The mean age of those who came in 2019 was 9.61 ± 4.08; The mean age of those who came in 2020 was 10.15 ± 5.38 (P=.002). In 2020, oppositional defiant conduct disorder, major depressive disorder, social anxiety disorder, obsessive-compulsive disorder, sleep-wake disorder, and dysthymia were significantly higher, while specific learning disorders, separation anxiety disorder, and intellectual disability were found to be lower. Conclusion: The decrease in second-wave admissions is less than in the first wave. In the second wave, externalizing and internalizing problems have increased. Drug therapy was prioritized. Postponing admissions was less in the second wave. Cite this article as: Yıldırım Budak B, Yazkan Akgül G, Erdoğdu Yıldırım AB, Subaşı B, Yazgan Y. Changes in child psychiatry presentations in the second wave of coronavirus disease 2019 pandemic compared to the pre-pandemic period and the first wave: A follow-up study. Psychiatry Clin Psychopharmacol. 2024;34(3):229-237."
"Yazgan, Yanki — 2024 — Embracing different languages and local differences: Co-constructive patient simulation…",Yes,"Yazgan, Yanki",Yale Child Study Center,,Israel,,31.05,34.85,no,Observational (human simulation sessions),,quantitative,intervention,"Co-constructive patient simulation (CCPS, locally adapted)",,unclear,53 learners (psychiatry trainees and faculty),,,,,,Child/adolescent psychiatry trainees and faculty in Türkiye and Israel,,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,,,Our adaptations of CCPS can also strengthen local and regional networks and psychiatric communities of practice.,"Finally, the model can help question and press against hegemonies in psychiatric training that overshadow local expertise.",,,,"Şafak Eray Çamlı, Büşra Ece Yavuz, Meliha Feyza Gök, Idil Yazgan, Yankı Yazgan, Ayelet Brand‐Gothelf, Doron Gothelf, Doron Amsalem, Andrés Martin",2024,World Journal of Psychiatry,https://doi.org/10.5498/wjp.v14.i1.111,https://doi.org/10.5498/wjp.v14.i1.111,https://openalex.org/W4391031896,3,"BACKGROUND: Global education in psychiatry is heavily influenced by knowledge from Western, high-income countries, which obscures local voices and expertise. AIM: To adapt a human simulation model to psychiatric education in a context that is specific to local languages and cultures. METHODS: We conducted an observational study consisting of six human simulation sessions with standardized patients from two host countries, speaking their native languages, and following an adaptation of the co-constructive patient simulation (CCPS) model. As local faculty became increasingly familiar with the CCPS approach, they took on the role of facilitators-in their country's native language. RESULTS: Fifty-three learners participated: 19 child and adolescent psychiatry trainees and 3 faculty members in Türkiye (as a group that met online during 3 consecutive months); and 24 trainees and 7 faculty in Israel (divided into 3 groups, in parallel in-person sessions during a single training day). Each of the six cases reflected local realities and clinical challenges, and was associated with specific learning goals identified by each case-writing trainee. CONCLUSION: Human simulation has not been fully incorporated into psychiatric education: The creation of immersive clinical experiences and the strengthening of reflective practice are two areas ripe for development. Our adaptations of CCPS can also strengthen local and regional networks and psychiatric communities of practice. Finally, the model can help question and press against hegemonies in psychiatric training that overshadow local expertise."
"Yazgan, Yanki — 2024 — Revisiting the Relationship between Post-traumatic Stress Disorder and Autism Spectrum…",Yes,"Yazgan, Yanki",Yale Child Study Center,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Berhan Akdağ, Ender Atabay, Yankı Yazgan",2024,Çocuk ve Gençlik Ruh Sağlığı Dergisi / Turkish Journal of Child and Adolescent Mental Health,10.4274/tjcamh.galenos.2024.30922,https://d2v96fxpocvxx.cloudfront.net/new/65bdf192-201e-4bb0-813a-d69339a28cf1/articles/tjcamh.galenos.2024.30922/234-235.pdf,https://openalex.org/W4404694532,0,
"Yoshikawa, Hirokazu — 2023 — Contraception use and satisfaction among mothers with low income: Evidence from the…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,economic outcomes,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Molly A. Costanzo, Katherine Magnuson, Lisa A. Gennetian, Sarah Halpern‐Meekin, Kimberly G. Noble, Hirokazu Yoshikawa",2023,Contraception,10.1016/j.contraception.2023.110297,https://pmc.ncbi.nlm.nih.gov/articles/PMC10843149/pdf/nihms-1937648.pdf,https://openalex.org/W4387399450,3,
"Yoshikawa, Hirokazu — 2023 — Correction: Early childhood education and care quality and associations with child…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,,,,,no,meta-analysis,,quantitative,review,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,"https://do i.org/10.1371/j ournal.pone.0293056 Published: October 12, 2023 Copyright: © 2023 von Suchodoletz et al.","This is an open access article distributed under the terms of the Creative Commons Attributio n License, which permits unrestricte d use, distribu tion, and reproduction in any medium, provided the original author and source are credited.",,,,"Antje von Suchodoletz, D. Susie Lee, Junita Henry, Supriya Tamang, Bharathy Premachandra, Hirokazu Yoshikawa",2023,PLoS ONE,https://doi.org/10.1371/journal.pone.0293056,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0293056&type=printable,https://openalex.org/W4387581247,19,[This corrects the article DOI: 10.1371/journal.pone.0285985.].
"Yoshikawa, Hirokazu — 2023 — LGBTQ+ students’ weekly academic engagement and disaffection predicted by experiences in…",No,"Yoshikawa, Hirokazu",New York University Steinhardt,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"V. Paul Poteat, Robert Marx, S. Henry Sherwood, Jerel P. Calzo, Hirokazu Yoshikawa",2023,Learning and Instruction,10.1016/j.learninstruc.2023.101853,,https://openalex.org/W4388942716,4,
"Yoshikawa, Hirokazu — 2023 — Phone-Based Reach Up and Learn",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,Lebanon; Jordan; Syria; Middle East,,33.85,35.86,no,Program/dataset (intervention adaptation),,quantitative,intervention,Reach Up and Learn (RUL) / Ahlan Simsim home visiting (phone-based),,unclear,,Children 6-42 months,,,Caregivers,,refugees/IDPs; caregivers,,,,,Yes,,,,Yes,,,,Yes,Yes,,,mental health/wellbeing; sensitivity/responsiveness,,,,,,,,,,"IRC made the decision to deliver this intervention through audio-only phone calls after asking a sample of caregivers about their preferences, and whether they wanted video or picture content.",Most caregivers preferred audio-only phone calls as they worried about the data costs of vide,,,,"Joyce Rafla, Kate Schwartz, Hirokazu Yoshikawa, Mohammad Khanji, Rawan Abu Seriah, Mohammad Alaabed, Ragheb Fityan, Phoebe Sloane, D Fetters Michael, Daniel Woulfin, Patrick Anker",2023,Harvard Dataverse,https://doi.org/10.7910/dvn/lgvm0n,https://doi.org/10.7910/dvn/lgvm0n,https://openalex.org/W4398521407,0,"Reach Up and Learn (RUL) is a home-visiting program that was introduced in Jamaica in 1975. In 2016, the International Rescue Committee (IRC), in collaboration with the Arab Resource Collective, adapted RUL for the context of Syrian and host community families in Lebanon, Jordan and Syria and integrated RUL into its education, child protection, and health programs in Jordan, Lebanon, and Syria. While the overarching language of these countries of implementation is Arabic, there are many local dialects and colloquial phrases, the use or omission of which can have a significant influence on the ability to understand spoken conversations. For translation, the IRC collaborated with the Arab Resource Collective (ARC) on translation of the RUL material into Modern Standard Arabic (MSA). IRC country teams made further changes to the language as needed to ensure local relevance and understanding. The IRC and ARC also worked on cultural contextualization of RUL based on an analysis of lessons learned from previous parenting support programs and advice from child development experts in the Middle East. From 2016 to early 2020, as part of the Ahlan Simsim early childhood initiative for the Syrian refugee response region funded as the inaugural MacArthur Foundation 100&amp;Change initiative, the IRC delivered RUL through in-person home visits in Jordan, Syria, and Lebanon, with caregivers of children 6-42 months receiving weekly or bi-weekly home visits over a 6-month or 1-year period, depending on the context. When the COVID-19 pandemic halted in-person programming in March 2020, the IRC Early Childhood Development (ECD) team adapted the RUL curriculum for delivery through phone calls in Jordan. IRC made the decision to deliver this intervention through audio-only phone calls after asking a sample of caregivers about their preferences, and whether they wanted video or picture content. Most caregivers preferred audio-only phone calls as they worried about the data costs of vide"
"Yoshikawa, Hirokazu — 2023 — Three-Year Outcomes for Low-Income Parents of Young Children in a Two-Generation…",No,"Yoshikawa, Hirokazu",New York University Steinhardt,,U.S.,,37.09,-95.71,no,quasi-experimental,,quantitative,intervention,CareerAdvance (two-generation) + Head Start,,no,,,,,Low-income parents,,low-income; parents,,,,,,,,,Yes,,,,Yes,,,,mental health/wellbeing; economic outcomes,,,,,,,,,,"The two-generation program promotes greater educational and career advancement among parents without postsecondary credentials at baseline, than for parents who began the program with postsecondary credentials.","In contrast, exploratory analyses suggest that parents entering the program with postsecondary credentials experienced benefits to some individual markers of economic and psychological wellbeing within three years.",,,,"Elise Chor, P. Lindsay Chase‐Lansdale, Teresa Eckrich Sommer, Terri J. Sabol, Lauren A. Tighe, Jeanne Brooks‐Gunn, Hirokazu Yoshikawa, Amanda Sheffield Morris, Christopher T. King",2023,Journal of Research on Educational Effectiveness,https://doi.org/10.1080/19345747.2023.2273511,,https://openalex.org/W4388521516,2,"Increasingly, parents of young children need postsecondary credentials to compete in the labor market and meet basic family needs. This study uses a quasi-experimental design to examine the effects of CareerAdvance, a two-generation education intervention that offers postsecondary career training in healthcare for parents paired with Head Start for children. Overall, we find that CareerAdvance promotes low-income parents' educational advancement during the first three years after program entry, with weaker evidence of benefits to career progress and psychological wellbeing, and no evidence of economic gains. The two-generation program promotes greater educational and career advancement among parents without postsecondary credentials at baseline, than for parents who began the program with postsecondary credentials. In contrast, exploratory analyses suggest that parents entering the program with postsecondary credentials experienced benefits to some individual markers of economic and psychological wellbeing within three years."
"Yoshikawa, Hirokazu — 2023 — Unconditional Cash Transfers and Maternal Assessments of Children's Health, Nutrition,…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,U.S.,,37.09,-95.71,yes,longitudinal cohort,,quantitative,intervention,Unconditional cash transfer ($333 vs $20/month),Low-cash gift ($20/month),no,1000,Infants/young children,,,Low-income mothers,,low-income; mother,,,,,,,,,,Yes,Yes,,,,,,economic outcomes,,,,,,,,,,"We found no statistically detectable differences between the high-cash and low-cash gift groups in maternal assessments of children's health (effect size [ES] range, 0.01-0.08; SE range, 0.02-0.07),",,,Effect sizes 0.01-0.08,,"Jessica F. Sperber, Lisa A. Gennetian, Emma R. Hart, Alicia Kunin‐Batson, Katherine Magnuson, Greg J. Duncan, Hirokazu Yoshikawa, Nathan A. Fox, Sarah Halpern‐Meekin, Kimberly G. Noble",2023,JAMA Network Open,https://doi.org/10.1001/jamanetworkopen.2023.35237,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2809968/sperber_2023_oi_231012_1695236872.53666.pdf,https://openalex.org/W4387167677,32,"Importance: Children experiencing poverty are more likely to experience worse health outcomes, including injury, chronic illness, worse nutrition, and poorer sleep. The extent to which poverty reduction improves these outcomes is unknown. Objective: To evaluate the effect of a 3-year, monthly unconditional cash transfer on health, nutrition, sleep, and health care utilization among children experiencing poverty who were healthy at birth. Design, Setting, and Participants: This longitudinal randomized clinical trial recruited 1000 mother-infant dyads between May 2018 and June 2019. Dyads were recruited from postpartum wards in 12 hospitals in 4 US cities: New York, New York; Omaha, Nebraska; New Orleans, Louisiana; and Minneapolis/St Paul, Minnesota. Eligibility criteria included an annual income less than the federal poverty line, legal age for consent, English or Spanish speaking, residing in the state of recruitment, and an infant admitted to the well-baby nursery who will be discharged to the mother's custody. Data analysis was conducted from July 2022 to August 2023. Intervention: Mothers were randomly assigned to receive either a high-cash gift ($333/mo, or $3996/y) or a low-cash gift ($20/mo, or $240/y) for the first several years of their child's life. Main Outcomes and Measures: Primary preregistered outcomes reported here include an index of child health and medical care and child sleep disturbances. Secondary preregistered outcomes reported include children's consumption of healthy and unhealthy foods. Results: A total of 1000 mother-infant dyads were enrolled, with 400 randomized to the high-cash gift group and 600 to the low-cash gift group. Participants were majority Black (42%) and Hispanic (41%); 857 mothers participated in all 3 waves of data collection. We found no statistically detectable differences between the high-cash and low-cash gift groups in maternal assessments of children's health (effect size [ES] range, 0.01-0.08; SE range, 0.02-0.07),"
"Yoshikawa, Hirokazu — 2024 — A cognitive script perspective on how early caregiving experiences inform adolescent peer…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,China,,35.86,104.2,yes,longitudinal cohort,,quantitative,observational,,,no,364,"Infancy/toddlerhood (14-24 months, maternal sensitivity)",Adolescents (age 15),,,,Chinese families,,,,Yes,,,,Yes,,,,,,Yes,,,parenting practices; sensitivity/responsiveness,,,,,,Yes,,Yes,,"Results showed that observed maternal sensitivity at 14 and 24 months old was negatively associated with adolescents' self-reported conflicts with close friends (β = -0.17, p = 0.044) at 15 years old, and this association was partially mediated by their secure base script knowledge assessed at 10 years old.",,,β = -0.17; β = -0.15; p = 0.044; p = 0.037,,"Rui Yang, Yufei Gu, Lixian Cui, Xuan Li, Niobe Way, Hirokazu Yoshikawa, Xinyin Chen, Sumie Okazaki, Guangzhen Zhang, Zongbao Liang, Theodore E. A. Waters",2024,Developmental Science,https://doi.org/10.1111/desc.13522,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/desc.13522,https://openalex.org/W4395693556,10,"Leveraging data from a longitudinal study of Chinese families (n = 364), this research aims to understand the role of secure base script knowledge as a cognitive mechanism by which early caregiving experiences inform adolescents' friendship quality and feelings of loneliness. Results showed that observed maternal sensitivity at 14 and 24 months old was negatively associated with adolescents' self-reported conflicts with close friends (β = -0.17, p = 0.044) at 15 years old, and this association was partially mediated by their secure base script knowledge assessed at 10 years old. Further, secure base script knowledge moderated the link between adolescents' friend conflict and feelings of loneliness (β = -0.15, p = 0.037). The results support a cognitive script perspective on the association between early caregiving experiences and later socio-emotional adjustment. Furthermore, this study adds to the developmental literature that has previously focused on more stringent and authoritarian aspects of parenting in Chinese families, thereby contributing to our understanding of how sensitive and supportive parenting practices contribute to socio-emotional development outside of Western contexts. RESEARCH HIGHLIGHTS: Maternal sensitivity during infancy and toddlerhood has a long-term association with adolescents' friendship quality and adolescents' secure base script partially explains the association. First evidence to demonstrate that the secure base script in attachment relationships mediates the association between early maternal caregiving and socio-emotional development in Chinese adolescents. Adolescents lacking secure base script knowledge are particularly vulnerable to feelings of loneliness when facing high levels of conflict in close friendships."
"Yoshikawa, Hirokazu — 2024 — A Family-Centered Approach to Learning English as a Second Language: A Mixed-Methods…",No,"Yoshikawa, Hirokazu",New York University Steinhardt,,U.S.,,37.09,-95.71,no,qualitative,,mixed,intervention,Two-Generation ESL program + Head Start,,not applicable,189 immigrant parents (67 in focus groups),,,,Immigrant parents,,parents,,Yes,,,Yes,,,,,,,,,,,,yes (see abstract),,,,,Yes,,,,,Treatment parents reported significantly higher English writing skills and self-esteem and significantly lower language brokering and material hardship.,,,,,"Lauren A. Tighe, Teresa Eckrich Sommer, Terri J. Sabol, P. Lindsay Chase‐Lansdale, Hirokazu Yoshikawa, Jeanne Brooks‐Gunn, Amanda Sheffield Morris, Christopher T. King",2024,Educational Evaluation and Policy Analysis,https://doi.org/10.3102/01623737241268074,,https://openalex.org/W4401890623,1,"We present the 2-year experimental mixed-methods findings of a two-generation English as a second language (ESL) program. This program combines a high-dosage, child-oriented curriculum for parents with Head Start for children in addition to family-based supportive services. At baseline and after 2 years, 189 Latinx and Zomi immigrant parents completed surveys while children completed skill assessments. A subset of 67 parents participated in focus groups regarding their experiences. Treatment parents reported significantly higher English writing skills and self-esteem and significantly lower language brokering and material hardship. There were no significant differences in children’s outcomes. Possible explanatory mechanisms across multiple contexts were identified in the qualitative data. Evidence is promising that a Two-Generation ESL Program improves some outcomes for parents."
"Yoshikawa, Hirokazu — 2024 — A Global Call for Two-Generation Approaches to Child Development and Caregivers'…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,Global,,,,no,Conceptual review,,quantitative,intervention,,,unclear,,Young children (0-6),,,Caregivers,,low-income; caregivers,,,,,,,,,Yes,,,,Yes,,,,mental health/wellbeing; economic outcomes,,,,,,,,,,"We identify five models in different geographic regions of the world that promote the development of young children (0–6 years), the education and livelihood of their caregivers, and the well-being of both, which we group by type of program: quality child care, early childhood development + nonformal education for parents, and cash transfers + parenting.",We close with a call for more research on two-generation programs and policies globally.,,,,"Teresa Eckrich Sommer, Emily Franchett, Hirokazu Yoshikawa, Joan Lombardi",2024,Child Development Perspectives,https://doi.org/10.1111/cdep.12516,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cdep.12516,https://openalex.org/W4399215446,4,"Abstract Interest in two-generation approaches to improve the developmental outcomes of children and their caregivers and the economic well-being of families has increased amid persistent child and family poverty worldwide. Grounded in a dual developmental science perspective and the theory of linked lives, these approaches maximize developmental potential by addressing the interrelated educational, economic, and developmental needs of children and their caregivers. They offer coordinated, aligned, and simultaneous services for at least two generations in the same family. In this article, we propose that from a global perspective, two-generation approaches that harness synergies among children and their caregivers are likely to be more effective than single-generation approaches in alleviating poverty and improving human development. We identify five models in different geographic regions of the world that promote the development of young children (0–6 years), the education and livelihood of their caregivers, and the well-being of both, which we group by type of program: quality child care, early childhood development + nonformal education for parents, and cash transfers + parenting. We close with a call for more research on two-generation programs and policies globally."
"Yoshikawa, Hirokazu — 2024 — Can Cash Transfers Improve Maternal Well-being and Family Processes among Families with…",Yes,"Yoshikawa, Hirokazu",New York University Steinhardt,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,"Katherine Magnuson, Greg J. Duncan, Hirokazu Yoshikawa, Paul D. Yoo, Sangdo Han, Lisa A. Gennetian, Nathan A. Fox, Sarah Halpern‐Meekin, Kimberly G. Noble",2024,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4955765,https://doi.org/10.2139/ssrn.4955765,https://openalex.org/W4403647045,21,
